image_name,psnr,ssim,niqe,lpips,dists,topiq,laplacian_var,clipiqa,maniqa,musiq
manga109_86_86,29.7070,0.9370,4.2206,0.0308,0.0261,0.9295,1582.6511,0.5940,0.4758,74.5018
manga109_87_87,27.5069,0.7509,3.4319,0.0735,0.0399,0.8827,1705.9266,0.7133,0.3932,69.6803
manga109_88_88,29.1678,0.9504,4.2503,0.0178,0.0351,0.8844,1591.8065,0.7553,0.4921,65.0989
manga109_89_89,29.2972,0.9459,4.0026,0.0214,0.0183,0.9350,2022.0587,0.6561,0.4779,72.4036
manga109_90_90,30.6148,0.8808,3.5336,0.0433,0.0318,0.9327,1146.5813,0.6784,0.4440,72.7827
manga109_91_91,29.4673,0.8811,3.3478,0.0444,0.0233,0.9030,865.4525,0.6368,0.3837,64.2255
manga109_92_92,39.1214,0.9701,4.9219,0.0232,0.0233,0.9271,320.3250,0.6220,0.3987,66.1311
manga109_93_93,29.3688,0.8819,3.4985,0.0396,0.0216,0.8956,1041.7889,0.6112,0.4106,64.8716
manga109_94_94,31.7098,0.9552,4.4945,0.0250,0.0231,0.8972,588.7484,0.6378,0.3906,71.7710
manga109_95_95,32.2789,0.9321,3.5718,0.0251,0.0267,0.9403,682.5592,0.5680,0.3526,60.6618
manga109_96_96,34.5830,0.9547,4.0019,0.0217,0.0191,0.9491,656.3517,0.6004,0.4149,72.4693
manga109_97_97,33.3337,0.9740,4.4411,0.0163,0.0235,0.9469,1331.1585,0.6286,0.4683,71.6730
manga109_98_98,29.9615,0.9089,3.3018,0.0384,0.0266,0.9037,1017.8369,0.6509,0.3900,67.3552
manga109_99_99,28.5416,0.8245,2.6284,0.0738,0.0353,0.8803,1180.3468,0.5790,0.3337,64.6811
manga109_100_100,33.4630,0.9356,3.3904,0.0297,0.0307,0.9064,576.3678,0.6186,0.3735,62.5905
manga109_101_101,27.0995,0.8111,3.3994,0.0502,0.0281,0.9128,1850.6083,0.6979,0.4631,74.4398
manga109_102_102,29.4934,0.9288,4.0717,0.0293,0.0270,0.9315,1186.5061,0.6139,0.4288,72.9058
manga109_103_103,33.4583,0.9386,3.6077,0.0250,0.0258,0.9420,937.4828,0.6837,0.4478,66.5283
manga109_104_104,29.0888,0.8876,3.1641,0.0388,0.0337,0.9121,1312.5359,0.7123,0.4528,71.9718
manga109_105_105,37.1133,0.9217,2.8259,0.0322,0.0268,0.9263,138.8645,0.6087,0.3339,51.1338
manga109_106_106,34.8822,0.8606,3.5054,0.0684,0.0378,0.8846,120.8993,0.5296,0.3504,60.9039
manga109_107_107,30.4478,0.8465,3.3375,0.1054,0.0441,0.9109,973.6651,0.6603,0.3849,63.4151
manga109_108_108,26.0269,0.8322,3.0344,0.0353,0.0311,0.8985,4098.1906,0.7246,0.5111,71.7466
