image_name,psnr,ssim,niqe,lpips,dists,topiq,laplacian_var,clipiqa,maniqa,musiq
urban100_68_68,31.0879,0.9231,5.9809,0.0512,0.0889,0.8847,655.9805,0.6945,0.4647,73.1652
urban100_69_69,26.6678,0.8644,3.5409,0.0649,0.0592,0.8205,990.9938,0.7018,0.4278,77.2344
urban100_70_70,33.4355,0.9327,3.2875,0.0412,0.0564,0.9180,722.6046,0.6829,0.5334,77.0592
urban100_71_71,28.5228,0.8686,4.6442,0.0762,0.0788,0.8276,1048.8274,0.6810,0.4489,70.4840
urban100_72_72,24.6415,0.7904,2.3798,0.0790,0.0609,0.8037,1762.7183,0.6981,0.4864,64.3083
urban100_73_73,32.7942,0.9713,7.2354,0.0243,0.0294,0.9401,1290.3005,0.7160,0.5735,73.1543
urban100_74_74,22.8266,0.6679,4.2263,0.1947,0.1077,0.5928,1054.1888,0.6121,0.4040,67.1736
urban100_75_75,29.9065,0.8907,4.1412,0.0649,0.0813,0.7483,1475.2837,0.7841,0.6137,74.1396
urban100_76_76,27.9713,0.8554,3.7063,0.0524,0.0694,0.8155,2357.4073,0.6577,0.5187,74.0833
urban100_77_77,25.5912,0.8143,3.3970,0.0749,0.0702,0.7455,1376.3473,0.7574,0.5127,76.4265
urban100_78_78,22.7543,0.5826,2.4895,0.1134,0.0787,0.8185,2439.8055,0.7812,0.5645,72.0025
urban100_79_79,25.9630,0.8509,4.9525,0.0746,0.0805,0.7433,2154.3195,0.7612,0.6188,74.4191
urban100_80_80,30.1957,0.7829,4.2836,0.1007,0.0824,0.7866,278.4623,0.6843,0.3457,62.3008
urban100_81_81,21.5014,0.6449,3.4928,0.2249,0.0789,0.6164,2050.5612,0.6570,0.3668,65.2857
urban100_82_82,29.1072,0.7064,6.2813,0.1561,0.1467,0.7883,692.3825,0.7175,0.4950,69.8084
urban100_83_83,27.6044,0.9169,3.6230,0.0460,0.0414,0.7664,1604.9537,0.6865,0.5183,73.2273
urban100_84_84,27.6669,0.8544,3.5673,0.0628,0.0460,0.8123,817.6989,0.6853,0.4404,75.6114
urban100_85_85,23.9659,0.7049,2.6194,0.1218,0.0690,0.7534,1641.1704,0.7756,0.5215,72.2797
urban100_86_86,26.4686,0.8348,2.8626,0.1065,0.0575,0.7330,1368.9351,0.7373,0.4572,69.7137
urban100_87_87,33.0918,0.9194,4.6771,0.0219,0.0521,0.9192,1011.8628,0.6788,0.5351,72.4568
urban100_88_88,34.7861,0.9276,5.9978,0.0141,0.0536,0.9536,2577.0464,0.7105,0.5314,64.4411
