image_name,psnr,ssim,niqe,lpips,dists,topiq,laplacian_var,clipiqa,maniqa,musiq
manga109_80_80,40.0669,0.9776,5.4618,0.0183,0.0152,0.9491,250.5458,0.6387,0.3562,65.9848
manga109_81_81,22.0925,0.7257,3.3281,0.0952,0.0550,0.7775,2957.8561,0.5475,0.4117,69.9933
manga109_82_82,29.4455,0.9353,4.0052,0.0315,0.0250,0.9113,1152.2132,0.6516,0.4148,71.6998
manga109_83_83,27.9841,0.8931,3.5730,0.0433,0.0241,0.8598,1625.7418,0.6601,0.4095,65.8025
manga109_84_84,29.2543,0.8918,3.4816,0.0512,0.0297,0.8802,903.2047,0.6343,0.3448,66.7939
manga109_85_85,27.7096,0.9103,3.9997,0.0432,0.0321,0.8263,852.8392,0.6230,0.4147,73.6592
manga109_86_86,30.5800,0.9412,4.0932,0.0286,0.0239,0.9283,1219.7637,0.6049,0.4589,73.2216
manga109_87_87,28.9312,0.8031,4.1009,0.0612,0.0326,0.8651,1018.1332,0.7235,0.3767,69.1741
manga109_88_88,30.3477,0.9570,4.8270,0.0169,0.0337,0.8539,1367.3938,0.7249,0.4778,63.6095
manga109_89_89,30.1176,0.9510,4.3506,0.0195,0.0176,0.9347,1713.3757,0.6569,0.4643,72.8633
manga109_90_90,31.3188,0.8938,4.0325,0.0486,0.0323,0.9242,930.3469,0.6579,0.4352,72.8733
manga109_91_91,30.2491,0.8914,3.5506,0.0529,0.0237,0.8850,673.2188,0.6282,0.3689,61.0367
manga109_92_92,39.4005,0.9710,5.2302,0.0246,0.0216,0.9210,306.4431,0.6251,0.3909,65.4668
manga109_93_93,30.4704,0.9039,3.3601,0.0368,0.0201,0.8773,801.9827,0.6093,0.3849,62.6586
manga109_94_94,32.5214,0.9577,4.4304,0.0269,0.0212,0.8954,433.8959,0.6308,0.3694,68.8887
manga109_95_95,32.8154,0.9360,4.1052,0.0271,0.0251,0.9333,653.8461,0.5581,0.3509,61.2789
manga109_96_96,35.2560,0.9602,4.5298,0.0228,0.0185,0.9486,578.3750,0.6160,0.4053,72.3432
manga109_97_97,34.2070,0.9761,4.3153,0.0131,0.0215,0.9457,1100.2706,0.6134,0.4507,70.5278
manga109_98_98,30.8873,0.9175,3.5666,0.0377,0.0233,0.9070,788.9828,0.6422,0.3722,65.7611
manga109_99_99,30.0204,0.8545,3.3517,0.0573,0.0310,0.8978,853.7905,0.5619,0.3126,61.7602
manga109_100_100,34.0463,0.9407,4.0461,0.0307,0.0291,0.8942,465.3337,0.6095,0.3628,61.3534
manga109_101_101,28.5900,0.8345,3.8177,0.0388,0.0290,0.9116,1294.3683,0.6857,0.4435,74.9108
manga109_102_102,30.3006,0.9333,4.2491,0.0306,0.0251,0.9167,904.6574,0.6115,0.3992,71.1083
manga109_103_103,34.1798,0.9455,4.5602,0.0232,0.0245,0.9397,895.8957,0.6903,0.4438,65.5319
manga109_104_104,30.1437,0.9003,3.6238,0.0401,0.0305,0.9018,937.6612,0.6958,0.4341,70.3284
manga109_105_105,37.7128,0.9294,3.8088,0.0418,0.0269,0.9155,126.2165,0.6031,0.3188,48.1967
manga109_106_106,35.7542,0.8801,4.9599,0.0781,0.0415,0.8700,81.3979,0.5009,0.3347,58.2570
manga109_107_107,31.4887,0.8870,4.4343,0.0723,0.0382,0.9066,809.1484,0.6724,0.3742,61.8270
manga109_108_108,26.8634,0.8541,3.6254,0.0391,0.0290,0.8921,3003.9960,0.7338,0.4992,72.8400
