image_name,psnr,ssim,niqe,lpips,dists,topiq,laplacian_var,clipiqa,maniqa,musiq
urban100_72_72,24.4199,0.7829,2.2432,0.0802,0.0671,0.8168,1903.5606,0.6902,0.4803,65.0690
urban100_73_73,32.5891,0.9705,6.9237,0.0252,0.0311,0.9406,1302.4654,0.7079,0.5749,73.0202
urban100_74_74,22.5897,0.6558,4.4330,0.1831,0.1020,0.6085,1432.4578,0.6103,0.4053,66.4755
urban100_75_75,29.8025,0.8859,3.7647,0.0660,0.0806,0.7454,1475.3379,0.7650,0.6060,73.9579
urban100_76_76,27.6060,0.8489,3.8261,0.0528,0.0684,0.8207,2405.4946,0.6301,0.5061,74.3572
urban100_77_77,25.3522,0.8101,3.2501,0.0757,0.0692,0.7542,1542.9830,0.7570,0.5083,76.6127
urban100_78_78,22.5204,0.5781,2.4747,0.1200,0.0783,0.7946,2686.6156,0.7870,0.5508,72.2569
urban100_79_79,25.4489,0.8505,4.6839,0.0719,0.0873,0.7326,2560.8083,0.7628,0.6181,74.1668
urban100_80_80,29.7821,0.7707,4.2759,0.0923,0.0831,0.8028,349.4206,0.6272,0.3521,64.0894
urban100_81_81,21.2279,0.6399,3.7950,0.2356,0.0850,0.6209,2263.3150,0.6483,0.3417,66.0110
urban100_82_82,28.3725,0.6703,6.6620,0.2044,0.1517,0.7335,903.5527,0.7152,0.4937,70.1955
urban100_83_83,27.2138,0.9132,3.7536,0.0483,0.0423,0.7781,1705.9561,0.6780,0.5096,73.2129
urban100_84_84,27.2617,0.8473,3.7050,0.0611,0.0453,0.8247,965.2214,0.6799,0.4324,76.3233
urban100_85_85,23.6696,0.6967,2.7889,0.1209,0.0716,0.7653,1892.2703,0.7688,0.5063,73.0229
urban100_86_86,26.2445,0.8309,2.9262,0.1051,0.0587,0.7498,1535.6387,0.7264,0.4534,70.6050
urban100_87_87,32.6968,0.9137,4.3059,0.0226,0.0558,0.9191,1064.5349,0.6500,0.5318,73.1535
urban100_88_88,34.1958,0.9253,5.4832,0.0156,0.0500,0.9537,2510.0350,0.6649,0.5200,64.2670
