image_name,psnr,ssim,niqe,lpips,dists,topiq,laplacian_var,clipiqa,maniqa,musiq
manga109_73_73,31.4281,0.9761,4.9547,0.0218,0.0275,0.9035,1903.5895,0.6929,0.5957,72.9621
manga109_74_74,28.0651,0.9113,3.8322,0.0357,0.0338,0.9135,1324.7307,0.6082,0.3953,61.8866
manga109_75_75,33.0881,0.9290,4.6675,0.0236,0.0432,0.9176,603.8906,0.5862,0.4108,63.7031
manga109_76_76,26.9632,0.8749,3.1375,0.0363,0.0256,0.9001,2288.5871,0.6654,0.4324,65.8307
manga109_77_77,28.1353,0.7234,5.1140,0.2323,0.0981,0.7689,439.6767,0.4941,0.3901,67.6122
manga109_78_78,34.7568,0.9645,4.5266,0.0195,0.0297,0.9303,678.3184,0.6760,0.4438,75.4815
manga109_79_79,34.8168,0.9559,4.5753,0.0213,0.0295,0.9334,517.4030,0.5939,0.4125,72.0844
manga109_80_80,38.5229,0.9703,5.7814,0.0219,0.0218,0.9478,286.0106,0.6115,0.3559,65.0461
manga109_81_81,21.6052,0.7185,3.3826,0.1007,0.0586,0.7766,3303.7133,0.5197,0.4091,70.7320
manga109_82_82,28.9072,0.9283,4.0896,0.0312,0.0321,0.9176,1321.9766,0.6256,0.4209,71.6300
manga109_83_83,27.5614,0.8879,3.7603,0.0450,0.0308,0.8636,1660.4473,0.6202,0.3942,65.5171
manga109_84_84,28.6329,0.8871,3.3094,0.0522,0.0299,0.8873,1050.4084,0.5995,0.3483,66.2181
manga109_85_85,27.2686,0.9035,4.3487,0.0413,0.0414,0.8440,986.9625,0.5925,0.4185,72.9863
manga109_86_86,30.0926,0.9364,4.3318,0.0318,0.0263,0.9264,1298.3714,0.5754,0.4585,73.4992
manga109_87_87,28.3965,0.8037,3.9025,0.0620,0.0299,0.8628,1074.7286,0.6745,0.3688,68.2390
manga109_88_88,29.0459,0.9517,4.8596,0.0175,0.0395,0.8745,1622.9549,0.7033,0.4872,65.2770
manga109_89_89,29.3011,0.9449,4.1974,0.0224,0.0204,0.9328,1862.1052,0.6231,0.4673,72.4023
manga109_90_90,30.6812,0.8882,4.9372,0.0591,0.0373,0.9207,1006.2326,0.6417,0.4331,72.0905
manga109_91_91,29.7921,0.8872,3.8923,0.0519,0.0260,0.8894,758.8317,0.6194,0.3712,62.4322
manga109_92_92,37.6448,0.9654,5.0986,0.0301,0.0235,0.9201,332.3478,0.6169,0.3832,65.2292
manga109_93_93,29.8872,0.8972,3.8500,0.0361,0.0276,0.8890,882.3714,0.5882,0.3818,62.8304
manga109_94_94,31.8166,0.9436,4.2162,0.0269,0.0396,0.8878,581.5092,0.5981,0.3852,70.6531
manga109_95_95,32.2534,0.9320,4.5609,0.0270,0.0251,0.9388,722.5788,0.5854,0.3586,61.5415
manga109_96_96,34.0262,0.9525,4.1485,0.0244,0.0193,0.9458,697.3947,0.6002,0.4173,71.6267
manga109_97_97,33.0985,0.9713,3.7772,0.0161,0.0214,0.9440,1264.8586,0.6171,0.4582,70.6674
manga109_98_98,30.3313,0.9119,3.7860,0.0397,0.0262,0.9045,882.4493,0.6106,0.3771,65.9588
manga109_99_99,29.2221,0.8424,2.8900,0.0624,0.0367,0.9013,1012.3176,0.5252,0.3209,62.5075
manga109_100_100,33.5922,0.9344,4.0109,0.0322,0.0383,0.9023,546.0849,0.6001,0.3645,61.5625
manga109_101_101,27.6466,0.8252,3.6853,0.0432,0.0303,0.9088,1663.3148,0.6464,0.4565,74.8823
manga109_102_102,29.5501,0.9242,4.4734,0.0308,0.0276,0.9256,1170.0994,0.5955,0.4204,72.2084
manga109_103_103,33.2562,0.9405,4.3800,0.0254,0.0312,0.9385,878.2344,0.6667,0.4433,65.7085
manga109_104_104,29.5674,0.8945,3.5224,0.0394,0.0336,0.9049,1071.4651,0.6796,0.4338,69.9016
manga109_105_105,36.5461,0.9263,3.8668,0.0432,0.0298,0.9151,141.9929,0.5831,0.3228,48.7448
manga109_106_106,35.4035,0.8796,5.2223,0.0832,0.0482,0.8748,88.1337,0.4773,0.3268,57.9571
manga109_107_107,30.8632,0.8921,4.6292,0.0601,0.0352,0.9062,878.7830,0.6347,0.3734,61.3099
manga109_108_108,26.4439,0.8528,3.8065,0.0400,0.0305,0.8922,3059.9516,0.6377,0.4993,71.6309
