image_name,psnr,ssim,niqe,lpips,dists,topiq,laplacian_var,clipiqa,maniqa,musiq
manga109_69_69,37.6837,0.9670,4.7273,0.0170,0.0122,0.9430,375.3543,0.5457,0.4078,71.9504
manga109_70_70,28.7259,0.9423,3.8439,0.0204,0.0227,0.9369,1792.4526,0.6229,0.4078,63.9428
manga109_71_71,31.8382,0.9606,4.5974,0.0214,0.0223,0.9393,1056.4157,0.6523,0.4354,74.6023
manga109_72_72,30.1894,0.9420,4.2018,0.0282,0.0173,0.9179,832.4572,0.6447,0.3796,68.2048
manga109_73_73,31.9745,0.9791,4.7088,0.0165,0.0282,0.9133,1868.0678,0.6738,0.5991,72.8843
manga109_74_74,28.3907,0.9151,3.8978,0.0348,0.0296,0.9139,1244.1540,0.6236,0.3955,62.4332
manga109_75_75,33.5254,0.9371,4.0867,0.0195,0.0269,0.9239,575.2103,0.5889,0.4100,64.5880
manga109_76_76,27.1749,0.8748,3.1271,0.0360,0.0219,0.9094,2324.2959,0.6715,0.4316,66.4808
manga109_77_77,28.1154,0.7195,4.7148,0.2014,0.0871,0.7953,534.7879,0.5149,0.4051,66.8398
manga109_78_78,35.6488,0.9667,4.6103,0.0151,0.0229,0.9327,665.2880,0.6832,0.4446,75.9821
manga109_79_79,35.1011,0.9543,3.9508,0.0195,0.0231,0.9337,508.9700,0.6043,0.4128,72.7933
manga109_80_80,39.7648,0.9753,5.3440,0.0169,0.0150,0.9491,269.6241,0.6185,0.3561,65.8211
manga109_81_81,21.1754,0.7005,3.2728,0.1066,0.0584,0.7865,4511.4321,0.5351,0.4157,70.8562
manga109_82_82,28.9545,0.9311,3.8970,0.0286,0.0256,0.9218,1386.2596,0.6275,0.4263,71.8389
manga109_83_83,27.4756,0.8831,3.4952,0.0402,0.0251,0.8619,1854.5530,0.6471,0.4079,65.7267
manga109_84_84,28.8840,0.8847,3.2971,0.0468,0.0268,0.8966,1035.4978,0.6257,0.3553,66.6380
manga109_85_85,27.2225,0.9062,3.7617,0.0377,0.0312,0.8580,1075.0765,0.6117,0.4191,73.7437
manga109_86_86,30.3625,0.9407,4.1478,0.0275,0.0225,0.9309,1360.9805,0.5740,0.4620,73.7858
manga109_87_87,28.3148,0.7825,4.0590,0.0594,0.0307,0.8858,1338.8724,0.7073,0.3805,68.9090
manga109_88_88,29.6804,0.9514,4.5181,0.0157,0.0385,0.8917,1437.2934,0.6889,0.4765,65.0493
manga109_89_89,29.8559,0.9479,4.7229,0.0192,0.0172,0.9374,1825.6014,0.6143,0.4669,72.5205
manga109_90_90,31.0375,0.8876,4.5478,0.0420,0.0310,0.9305,1001.3876,0.6461,0.4328,72.2451
manga109_91_91,29.8751,0.8860,3.7631,0.0454,0.0216,0.8979,793.7719,0.6069,0.3747,62.2183
manga109_92_92,39.1903,0.9687,4.9249,0.0218,0.0207,0.9303,323.6400,0.6028,0.3957,65.4931
manga109_93_93,30.0361,0.8901,3.4184,0.0342,0.0192,0.8981,902.2414,0.5829,0.3944,64.2965
manga109_94_94,32.1235,0.9531,3.9154,0.0242,0.0229,0.8992,538.9966,0.6119,0.3746,69.9383
manga109_95_95,32.5034,0.9327,4.5320,0.0246,0.0243,0.9394,709.8611,0.5593,0.3547,61.1669
manga109_96_96,35.0512,0.9559,4.4360,0.0211,0.0171,0.9488,602.7978,0.6117,0.4055,72.5012
manga109_97_97,34.1712,0.9756,4.6784,0.0130,0.0203,0.9467,1150.0312,0.5998,0.4486,70.3090
manga109_98_98,30.4426,0.9129,3.5424,0.0358,0.0212,0.9064,918.1829,0.6308,0.3795,66.5276
manga109_99_99,29.0248,0.8349,3.0882,0.0690,0.0322,0.8937,1092.6493,0.5365,0.3269,63.1318
manga109_100_100,33.8108,0.9376,4.3651,0.0275,0.0266,0.9168,542.4512,0.6104,0.3718,61.9091
manga109_101_101,27.6666,0.8190,3.7265,0.0434,0.0271,0.9146,1658.1732,0.6622,0.4504,74.1642
manga109_102_102,30.0281,0.9304,3.9024,0.0271,0.0238,0.9283,1063.9721,0.5932,0.4150,72.0566
manga109_103_103,33.7941,0.9386,4.5970,0.0235,0.0233,0.9415,959.4391,0.6785,0.4449,64.5589
manga109_104_104,29.6116,0.8943,3.5230,0.0361,0.0293,0.9092,1136.1135,0.6597,0.4426,71.7537
manga109_105_105,37.2809,0.9232,3.4471,0.0322,0.0242,0.9262,146.0811,0.5858,0.3252,48.2919
manga109_106_106,35.2514,0.8678,4.8797,0.0658,0.0374,0.8850,112.2070,0.4705,0.3502,59.6361
manga109_107_107,30.8139,0.8596,4.1497,0.0978,0.0412,0.9120,895.1437,0.6552,0.3851,63.0065
manga109_108_108,26.6142,0.8482,3.4088,0.0334,0.0282,0.9002,3352.8867,0.7005,0.4949,71.8163
